datetime,close,high,low,open,volume,sma_50,sma_200,returns,volatility,high_volatility
2026-07-03 00:00:00+00:00,61404.51953125,61481.69921875,61401.140625,61481.69921875,0,,,,,0
2026-07-03 00:02:00+00:00,61405.421875,61413.23046875,61357.46875,61413.23046875,0,,,1.469507060525288e-05,,0
2026-07-03 00:04:00+00:00,61369.87109375,61426.80078125,61368.3984375,61413.23046875,0,,,-0.0005789518281035244,,0
2026-07-03 00:06:00+00:00,61365.5390625,61392.921875,61358.12109375,61366.01953125,0,,,-7.05888927708953e-05,,0
2026-07-03 00:08:00+00:00,61330.76953125,61378.0,61330.76953125,61366.69921875,58687488,,,-0.0005665970148911459,,0
2026-07-03 00:10:00+00:00,61329.26171875,61330.94140625,61311.55078125,61311.55078125,24379392,,,-2.4584927134085888e-05,,0
2026-07-03 00:12:00+00:00,61375.94921875,61375.94921875,61324.73046875,61339.98828125,0,,,0.0007612597753761108,,0
2026-07-03 00:14:00+00:00,61310.33984375,61374.8515625,61310.33984375,61369.171875,190730240,,,-0.0010689753207101527,,0
2026-07-03 00:16:00+00:00,61312.640625,61330.0,61309.8984375,61312.98046875,15269888,,,3.752680634061534e-05,,0
2026-07-03 00:18:00+00:00,61339.71875,61339.71875,61298.171875,61312.62890625,0,,,0.0004416401695306327,,0
2026-07-03 00:20:00+00:00,61319.76953125,61372.55859375,61319.76953125,61339.71875,134848512,,,-0.00032522514215149734,,0
2026-07-03 00:22:00+00:00,61304.609375,61328.48046875,61284.421875,61319.76953125,0,,,-0.00024723113550306763,,0
2026-07-03 00:24:00+00:00,61284.48828125,61304.6015625,61273.33984375,61304.6015625,278224896,,,-0.0003282150225755176,,0
2026-07-03 00:26:00+00:00,61269.1484375,61285.71875,61269.1484375,61284.0,0,,,-0.00025030548806415087,,0
2026-07-03 00:28:00+00:00,61222.55078125,61269.140625,61222.55078125,61269.140625,193863680,,,-0.0007605402953745344,,0
2026-07-03 00:30:00+00:00,61233.75,61240.33984375,61180.51171875,61215.51171875,0,,,0.00018292636629957393,,0
2026-07-03 00:32:00+00:00,61206.44140625,61264.0390625,61195.26953125,61236.69140625,33488896,,,-0.0004459729111805366,,0
2026-07-03 00:34:00+00:00,61199.73046875,61208.96875,61162.7890625,61208.1796875,0,,,-0.00010964430125015578,,0
2026-07-03 00:36:00+00:00,61203.859375,61225.94921875,61189.8203125,61203.48828125,130859008,,,6.746608552643529e-05,,0
2026-07-03 00:38:00+00:00,61260.7109375,61284.41015625,61204.3515625,61204.3515625,0,,,0.0009288885223996957,,0
2026-07-03 00:40:00+00:00,61255.4609375,61282.6484375,61247.12890625,61250.28125,58466304,,,-8.56992992679384e-05,,0
2026-07-03 00:42:00+00:00,61237.4296875,61257.51171875,61225.91015625,61257.51171875,0,,,-0.00029436151037043334,,0
2026-07-03 00:44:00+00:00,61235.9609375,61264.48046875,61230.0,61246.53125,0,,,-2.3984514168740034e-05,,0
2026-07-03 00:46:00+00:00,61318.23046875,61322.19921875,61239.01171875,61241.2890625,0,,,0.0013434839592696424,,0
2026-07-03 00:48:00+00:00,61308.140625,61331.859375,61287.80859375,61314.9296875,227704832,,,-0.00016454884090533195,,0
2026-07-03 00:50:00+00:00,61287.3984375,61318.01953125,61286.76953125,61308.140625,52928512,,,-0.00033832680764001033,,0
2026-07-03 00:52:00+00:00,61250.51171875,61304.75,61242.2109375,61295.359375,0,,,-0.0006018646522844007,,0
2026-07-03 00:54:00+00:00,61276.53125,61281.87890625,61247.4609375,61250.51953125,0,,,0.0004248051243960216,,0
2026-07-03 00:56:00+00:00,61237.44140625,61262.26953125,61237.44140625,61253.8203125,0,,,-0.0006379252048475115,,0
2026-07-03 00:58:00+00:00,61221.05859375,61236.9609375,61213.23828125,61236.9609375,0,,,-0.00026752934354845603,,0
2026-07-03 01:00:00+00:00,61213.55078125,61242.640625,61200.3203125,61220.921875,0,,,-0.00012263447696680974,0.0005038767006607611,0
2026-07-03 01:02:00+00:00,61295.44140625,61295.44140625,61218.3203125,61218.3203125,0,,,0.001337785897972843,0.0005683725518183513,0
2026-07-03 01:04:00+00:00,61408.1796875,61417.5,61286.9609375,61286.9609375,0,,,0.0018392604517325495,0.000656778470723018,0
2026-07-03 01:06:00+00:00,61368.98046875,61406.44921875,61355.66015625,61396.28125,0,,,-0.0006383387188723111,0.0006675995622576898,0
2026-07-03 01:08:00+00:00,61455.0,61458.51953125,61382.69921875,61382.69921875,0,,,0.0014016776976408796,0.0007054299563213982,0
2026-07-03 01:10:00+00:00,61423.421875,61452.1484375,61404.16015625,61452.1484375,51453952,,,-0.0005138414286877113,0.0007132490022018927,0
2026-07-03 01:12:00+00:00,61511.30078125,61511.30078125,61432.08984375,61432.62890625,59736064,,,0.001430706781996527,0.0007459469216123789,0
2026-07-03 01:14:00+00:00,61524.609375,61617.98828125,61524.609375,61535.30078125,5787648,,,0.00021636014164827522,0.0007142935415846378,0
2026-07-03 01:16:00+00:00,61434.96875,61525.109375,61421.98828125,61525.109375,147308544,,,-0.0014569881208611468,0.0007699429367577378,0
2026-07-03 01:18:00+00:00,61430.19140625,61485.83984375,61430.19140625,61434.0,0,,,-7.776261382086425e-05,0.0007670561022585833,0
2026-07-03 01:20:00+00:00,61514.76171875,61514.76171875,61433.98828125,61433.98828125,0,,,0.0013766897117528654,0.0008005953081599254,0
2026-07-03 01:22:00+00:00,61500.0,61520.83984375,61460.69921875,61516.30078125,0,,,-0.000239970347564622,0.0008004858861989663,0
2026-07-03 01:24:00+00:00,61481.421875,61549.48828125,61481.421875,61514.9296875,220143616,,,-0.00030208333333336945,0.0008000107396271503,0
2026-07-03 01:26:00+00:00,61486.4296875,61487.828125,61470.01953125,61481.4296875,77037568,,,8.14524509562542e-05,0.0007971856547575965,0
2026-07-03 01:28:00+00:00,61481.0390625,61502.921875,61477.19140625,61477.19140625,0,,,-8.767178428470412e-05,0.0007809056332022354,0
2026-07-03 01:30:00+00:00,61471.7890625,61495.8203125,61440.37109375,61493.859375,0,,,-0.00015045288988357886,0.000782654787178098,0
2026-07-03 01:32:00+00:00,61505.37890625,61525.1015625,61459.98828125,61472.1015625,122208256,,,0.0005464269750770079,0.000778448376546488,0
2026-07-03 01:34:00+00:00,61586.12890625,61586.12890625,61501.390625,61501.390625,47677440,,,0.001312893301951501,0.0008041864209814911,0
2026-07-03 01:36:00+00:00,61577.8203125,61630.21875,61575.9609375,61607.1796875,0,,,-0.0001349101477484682,0.0008062705303611951,0
2026-07-03 01:38:00+00:00,61637.0,61637.0,61574.421875,61574.421875,0,61359.693359375,,0.0009610552500831648,0.0008072893610304755,0
2026-07-03 01:40:00+00:00,61628.33984375,61636.98828125,61610.44140625,61636.98828125,0,61364.169765625,,-0.00014050255933939493,0.0008080302474686846,0
2026-07-03 01:42:00+00:00,61599.75,61647.76171875,61599.73046875,61621.828125,1111523328,61368.056328125,,-0.00046390741373991684,0.0008122082907162961,0
2026-07-03 01:44:00+00:00,61549.05078125,61603.0703125,61535.2890625,61599.98828125,604884992,61371.639921875,,-0.0008230426056924367,0.0008325515862280473,0
2026-07-03 01:46:00+00:00,61539.6796875,61567.98828125,61539.6796875,61556.328125,0,61375.122734375,,-0.000152254074287983,0.0008041778317013087,0
2026-07-03 01:48:00+00:00,61562.671875,61587.671875,61542.05859375,61549.359375,249323520,61379.76078125,,0.0003736156511824351,0.0008036025365333347,0
2026-07-03 01:50:00+00:00,61538.05078125,61589.51171875,61530.0,61564.62109375,240586752,61383.9365625,,-0.0003999354316523984,0.0008049405011474504,0
2026-07-03 01:52:00+00:00,61555.921875,61571.48828125,61538.66015625,61538.66015625,0,61387.536015625,,0.0002904072118488088,0.00079312009373306,0
2026-07-03 01:54:00+00:00,61565.78125,61565.7890625,61551.62890625,61555.91015625,0,61392.64484375,,0.0001601693988113606,0.0007916138960131267,0
2026-07-03 01:56:00+00:00,61545.94140625,61562.7109375,61545.94140625,61562.7109375,16949248,61397.310859375,,-0.0003222543976082459,0.0007827272655437786,0
2026-07-03 01:58:00+00:00,61503.578125,61549.609375,61501.94140625,61539.62109375,708210688,61400.588046875,,-0.0006883196565370397,0.0007944795757163391,0
2026-07-03 02:00:00+00:00,61504.8203125,61533.421875,61504.8203125,61513.01171875,132902912,61404.2890625,,2.0196995652366212e-05,0.0007931928782294481,0
2026-07-03 02:02:00+00:00,61500.98046875,61530.421875,61491.80078125,61502.0,132304896,61408.216484375,,-6.243159041019464e-05,0.0007619931155483248,0
2026-07-03 02:04:00+00:00,61517.1484375,61535.5703125,61465.25,61500.98046875,0,61412.8696875,,0.0002628896096741329,0.000689689700673428,0
2026-07-03 02:06:00+00:00,61469.25,61469.25,61457.30859375,61469.25,51048448,61416.87171875,,-0.0007786192747322174,0.0006950377256427585,0
2026-07-03 02:08:00+00:00,61582.73828125,61582.73828125,61469.25,61469.25,0,61424.07546875,,0.0018462610370226784,0.0007286747773216608,0
2026-07-03 02:10:00+00:00,61472.078125,61559.01171875,61470.828125,61559.01171875,3338240,61428.84203125,,-0.0017969346498464267,0.0007984118732818968,0
2026-07-03 02:12:00+00:00,61449.640625,61470.9609375,61434.9609375,61469.1796875,0,61433.706015625,,-0.00036500311498133264,0.0007556934371826014,0
2026-07-03 02:14:00+00:00,61446.5390625,61449.6484375,61440.359375,61449.6484375,0,61438.6421875,,-5.047324066431713e-05,0.000754224282054103,0
2026-07-03 02:16:00+00:00,61470.87109375,61478.87109375,61430.5703125,61446.55078125,0,61443.982421875,,0.00039598700954091015,0.0007088637034539048,0
2026-07-03 02:18:00+00:00,61448.6484375,61473.171875,61439.390625,61470.87890625,0,61447.741171875,,-0.0003615152324115689,0.0007120949361366675,0
2026-07-03 02:20:00+00:00,61481.9609375,61481.9609375,61442.9296875,61448.6484375,96759808,61452.271171875,,0.0005421193280414904,0.0006720483854988513,0
2026-07-03 02:22:00+00:00,61495.4609375,61504.76171875,61477.640625,61482.26171875,0,61457.431796875,,0.00021957660091098674,0.0006720414121534027,0
2026-07-03 02:24:00+00:00,61441.69921875,61503.96875,61436.98046875,61501.078125,0,61461.5465625,,-0.000874238812595296,0.0006887547899766745,0
2026-07-03 02:26:00+00:00,61397.1015625,61443.98828125,61386.2890625,61443.98828125,223223808,61463.123984375,,-0.0007258532367605541,0.0007002758499980271,0
2026-07-03 02:28:00+00:00,61324.80078125,61394.3984375,61324.80078125,61394.3984375,53268480,61463.4571875,,-0.0011775927431427746,0.0007300335757598485,0
2026-07-03 02:30:00+00:00,61260.0,61314.0,61217.26953125,61314.0,355622912,61462.90921875,,-0.0010566814799961577,0.0007512939280609135,0
2026-07-03 02:32:00+00:00,61290.7890625,61291.19921875,61264.078125,61281.01953125,594423808,61463.714765625,,0.0005025965148546252,0.0007500053109932293,0
2026-07-03 02:34:00+00:00,61346.671875,61348.2890625,61264.078125,61284.30859375,16662528,61465.117578125,,0.0009117652644838881,0.0007268674812912692,0
2026-07-03 02:36:00+00:00,61302.5,61379.328125,61302.5,61341.80078125,86888448,61466.41875,,-0.0007200370231983388,0.0007348219488079131,0
2026-07-03 02:38:00+00:00,61286.26953125,61338.3984375,61281.0390625,61312.55859375,0,61467.72296875,,-0.00026476030749156276,0.0007044142664961459,0
2026-07-03 02:40:00+00:00,61300.0,61326.30078125,61274.48046875,61297.96875,4145152,61469.451953125,,0.00022403825285866041,0.0007084296008034633,0
2026-07-03 02:42:00+00:00,61245.640625,61301.51171875,61238.05078125,61301.51171875,127717376,61468.4559375,,-0.0008867761011419617,0.0007184543999163441,0
2026-07-03 02:44:00+00:00,61267.4609375,61284.23828125,61250.421875,61250.421875,121085952,61465.6415625,,0.00035627535735316407,0.0007149856141857545,0
2026-07-03 02:46:00+00:00,61242.19140625,61267.4609375,61225.26171875,61267.44140625,0,61463.10578125,,-0.0004124461967793813,0.0007165577548979496,0
2026-07-03 02:48:00+00:00,61304.140625,61304.140625,61243.73828125,61247.12109375,56639488,61460.08859375,,0.001011544775383122,0.0007419921190673171,0
2026-07-03 02:50:00+00:00,61325.05078125,61338.01171875,61298.01953125,61314.921875,0,61458.121171875,,0.0003410888079797836,0.0007453671898335006,0
2026-07-03 02:52:00+00:00,61345.44921875,61358.98828125,61321.7109375,61325.05078125,0,61454.804140625,,0.0003326281387481256,0.0007461990373530736,0
2026-07-03 02:54:00+00:00,61333.83984375,61351.5,61331.87890625,61342.7890625,319434752,61450.98875,,-0.0001892459041028527,0.0007444987905503256,0
2026-07-03 02:56:00+00:00,61341.30078125,61344.01171875,61318.33984375,61333.83984375,0,61449.115390625,,0.00012164471552744693,0.0007448654354741365,0
2026-07-03 02:58:00+00:00,61353.0390625,61378.55078125,61341.30078125,61341.30078125,0,61447.57234375,,0.0001913601619218941,0.0007386331621692848,0
2026-07-03 03:00:00+00:00,61306.609375,61340.8515625,61294.0,61340.8515625,78557184,61443.409296875,,-0.0007567626348989887,0.0007485025756985488,0
2026-07-03 03:02:00+00:00,61369.05078125,61372.55078125,61306.6015625,61306.6015625,0,61440.7903125,,0.0010185101881603487,0.0007762411104301582,0
2026-07-03 03:04:00+00:00,61347.98828125,61370.578125,61345.44140625,61362.921875,1507328,61438.121640625,,-0.0003432104575818995,0.0007751302207800727,0
2026-07-03 03:06:00+00:00,61334.171875,61358.80078125,61319.51171875,61347.98828125,126255104,61435.076484375,,-0.0002252136807918692,0.0007647291093175113,0
2026-07-03 03:08:00+00:00,61304.109375,61328.58984375,61272.28125,61328.58984375,255168512,61431.537890625,,-0.0004901427553513082,0.000676394686038031,0
2026-07-03 03:10:00+00:00,61265.609375,61299.51171875,61257.30078125,61299.51171875,6979584,61427.414296875,,-0.0006280166271479537,0.0006085739851776994,0
2026-07-03 03:12:00+00:00,61277.640625,61277.640625,61240.3515625,61255.71875,45899776,61422.85953125,,0.00019637852496257047,0.0006091555688861485,0
2026-07-03 03:14:00+00:00,61270.0,61275.78125,61242.01171875,61273.6015625,0,61416.536953125,,-0.00012468862903447508,0.0006091265617429612,0
2026-07-03 03:16:00+00:00,61330.66015625,61330.66015625,61270.0,61270.0,0,61411.59375,,0.000990046617431073,0.0006347786033368633,0
2026-07-03 03:18:00+00:00,61348.8203125,61348.828125,61311.98828125,61330.66015625,0,61405.83015625,,0.0002961024095244902,0.0006359297681142077,0
2026-07-03 03:20:00+00:00,61459.921875,61461.62890625,61343.87890625,61343.87890625,89726976,61402.461796875,,0.001810981237032161,0.0007143099492720236,0
2026-07-03 03:22:00+00:00,61488.28125,61491.19921875,61458.8984375,61460.8515625,0,61400.232421875,,0.00046142875120591675,0.0007183634822402499,0
2026-07-03 03:24:00+00:00,61477.9609375,61493.8203125,61472.2890625,61484.16015625,0,61398.810625,,-0.0001678419414268273,0.0007001902961322095,0
2026-07-03 03:26:00+00:00,61469.01171875,61469.4296875,61448.19140625,61469.4296875,0,61397.397265625,,-0.00014556791756803467,0.0006867647743693373,0
2026-07-03 03:28:00+00:00,61455.578125,61472.3984375,61455.578125,61469.01171875,137539584,61395.255390625,,-0.00021854253670883228,0.0006494779692834281,0
2026-07-03 03:30:00+00:00,61456.6484375,61461.26953125,61445.3515625,61453.21875,4825088,61393.62734375,,1.741603500704514e-05,0.0006137817939243698,0
2026-07-03 03:32:00+00:00,61453.87890625,61462.80078125,61447.140625,61458.58984375,303104,61391.586484375,,-4.506479478483261e-05,0.0006097417246754245,0
2026-07-03 03:34:00+00:00,61450.51171875,61455.87890625,61443.7890625,61453.23828125,0,61389.28109375,,-5.479210686010205e-05,0.0005899707327993224,0
2026-07-03 03:36:00+00:00,61435.4296875,61445.28125,61426.7890625,61443.78125,128966656,61387.070859375,,-0.00024543377798103005,0.0005745913769969858,0
2026-07-03 03:38:00+00:00,61404.8984375,61443.26171875,61401.98046875,61435.44140625,0,61385.097265625,,-0.000496964864660332,0.0005808195101113666,0
2026-07-03 03:40:00+00:00,61344.609375,61404.55859375,61344.609375,61404.55078125,0,61381.893046875,,-0.0009818282259902444,0.0006103805409129493,0
2026-07-03 03:42:00+00:00,61315.140625,61332.01953125,61304.76171875,61325.109375,0,61378.17625,,-0.0004803804327754291,0.0005937432514063104,0
2026-07-03 03:44:00+00:00,61301.37890625,61338.640625,61301.37890625,61320.1015625,213909504,61373.860859375,,-0.00022444242335128983,0.0005924731207265824,0
2026-07-03 03:46:00+00:00,61307.25,61330.76953125,61307.25,61314.98046875,0,61370.620859375,,9.577425263107564e-05,0.0005869628008688971,0
2026-07-03 03:48:00+00:00,61320.26953125,61322.640625,61281.03125,61314.25,0,61365.371484375,,0.00021236527898405022,0.0005585898784836336,0
2026-07-03 03:50:00+00:00,61296.7890625,61314.9296875,61287.80859375,61314.9296875,0,61361.865703125,,-0.0003829152893405352,0.0005593833507428318,0
2026-07-03 03:52:00+00:00,61274.58984375,61306.109375,61274.578125,61306.1015625,651698176,61358.3646875,,-0.0003621595696858826,0.000558867956659753,0
2026-07-03 03:54:00+00:00,61289.73046875,61297.96875,61275.7890625,61279.87890625,60612608,61355.228515625,,0.0002470946772326066,0.0005604816770278938,0
2026-07-03 03:56:00+00:00,61332.5390625,61332.55859375,61292.01171875,61294.390625,0,61352.461875,,0.0006984627509796226,0.0005753410854654086,0
2026-07-03 03:58:00+00:00,61350.9296875,61373.23046875,61332.55859375,61332.55859375,0,61350.5075,,0.00029985102983043355,0.0005769539998970955,0
2026-07-03 04:00:00+00:00,61373.640625,61385.01953125,61350.9609375,61350.9609375,327573504,61348.34109375,,0.00037018082066042624,0.0005625567554274103,0
2026-07-03 04:02:00+00:00,61373.44140625,61380.859375,61356.890625,61373.6796875,0,61345.900703125,,-3.245998574818998e-06,0.0005311091765415352,0
2026-07-03 04:04:00+00:00,61348.9609375,61365.55859375,61345.44140625,61365.55859375,0,61344.0459375,,-0.00039887723727205504,0.0005324542647422546,0
2026-07-03 04:06:00+00:00,61293.71875,61342.4296875,61293.71875,61342.4296875,51601408,61341.97828125,,-0.0009004584047687114,0.000556079970867005,0
2026-07-03 04:08:00+00:00,61284.41015625,61300.44921875,61276.01953125,61294.828125,72777728,61341.17046875,,-0.00015186864069982597,0.0005496491225655483,0
2026-07-03 04:10:00+00:00,61328.48828125,61328.48828125,61254.5,61254.5,0,61342.540234375,,0.000719238789891552,0.0005524921445523911,0
2026-07-03 04:12:00+00:00,61334.94921875,61336.7890625,61326.359375,61330.01953125,0,61343.4234375,,0.0001053496944254384,0.0005518211073957562,0
2026-07-03 04:14:00+00:00,61298.19140625,61350.0,61298.19140625,61334.94921875,0,61342.453828125,,-0.000599296371289082,0.0005631349248309445,0
2026-07-03 04:16:00+00:00,61286.94921875,61300.87109375,61265.98828125,61298.19140625,53985280,61342.1428125,,-0.00018340161825480816,0.0005330587850375105,0
